username,comment,rating,likes,create_time,comment_clean,tokens,tokens_count,sentiment,sentiment_confidence,text_len,char_repeat_ratio,token_repeat_ratio,dup_score,mismatch,fake_score,fake_pred
misbahuldmunir,"Sudah ditest nyala dengan baik, loading cepat, kondisi mulus, keyboard masih oke, baterey masih lumayan(belum test ketahanan sepenuhnya)
semoga awet.",5,0,1741932740,sudah ditest nyala dengan baik loading cepat kondisi mulus keyboard masih oke baterey masih lumayan belum test ketahanan sepenuhnya semoga awet,sudah ditest nyala dengan baik loading cepat kondisi mulus keyboard masih oke baterey masih lumayan belum test ketahanan sepenuhnya semoga awet,21,positive,0.75,143,0.0,0.09523809523809523,0.0,0.0,0.023809523809523808,0
mukhliscaem1,"Kondisi Barang:baguss mulus
Desain:bagus
Kualitas:okey

Sangat cocok untuk pelajar mahasiswa atau pekerjaan kantoran desain. Terimakasih kaka, hihi",5,0,1741924577,kondisi barang baguss mulus desain bagus kualitas okey sangat cocok untuk pelajar mahasiswa atau pekerjaan kantoran desain terimakasih kaka hihi,kondisi barang baguss mulus desain bagus kualitas okey sangat cocok untuk pelajar mahasiswa atau pekerjaan kantoran desain terimakasih kaka hihi,20,positive,0.75,144,0.013888888888888888,0.1,0.0,0.0,0.028472222222222225,0
asepsuhendi13,"Kondisi Barang:baik
Desain:baik
Kualitas:baik

kecepatan jasa kurir sangat kebut, unit berjalan dengan normal hanya banyak lecet2 d bagian samping!",5,0,1741927112,kondisi barang baik desain baik kualitas baik kecepatan jasa kurir sangat kebut unit berjalan dengan normal hanya banyak lecet2 d bagian samping,kondisi barang baik desain baik kualitas baik kecepatan jasa kurir sangat kebut unit berjalan dengan normal hanya banyak lecet2 d bagian samping,22,neutral,0.55,144,0.0,0.13636363636363635,0.0,0.0,0.03409090909090909,0
dadanrisdianapratama90,"Fitur Terbaik:pengirimannya cepat,barang nya berfungsi dgn baik,semoga awet dipakainya.penjualnya pass respon gercep makasih shopee & kurirnya...🤗",5,0,1742015064,fitur terbaik pengirimannya cepat barang nya berfungsi dgn baik semoga awet dipakainya penjualnya pass respon gercep makasih shopee kurirnya,fitur terbaik pengirimannya cepat barang nya berfungsi dgn baik semoga awet dipakainya penjualnya pass respon gercep makasih shopee kurirnya,19,positive,0.75,140,0.02142857142857143,0.0,0.0,0.0,0.005357142857142857,0
te2kx5nsy_,"Kondisi Barang:baik dan mulus
Desain:bagus
Kualitas:untuk kualitas baik,

diawal sempat khawatir tetapi setelah barang datang alhamdulillah aman dan amanah.",4,0,1741680326,kondisi barang baik dan mulus desain bagus kualitas untuk kualitas baik diawal sempat khawatir tetapi setelah barang datang alhamdulillah aman dan amanah,kondisi barang baik dan mulus desain bagus kualitas untuk kualitas baik diawal sempat khawatir tetapi setelah barang datang alhamdulillah aman dan amanah,22,positive,0.75,153,0.006535947712418301,0.36363636363636365,0.0,0.0,0.09254307783719548,0
f8ucaczvez,"Kondisi Barang:laptop kondisi bagus dan mulus, harga terjangkau dan spesifikasi sesuai yang ditawarkan.
Desain:bagus
Kualitas:sangat baik",5,0,1741767351,kondisi barang laptop kondisi bagus dan mulus harga terjangkau dan spesifikasi sesuai yang ditawarkan desain bagus kualitas sangat baik,kondisi barang laptop kondisi bagus dan mulus harga terjangkau dan spesifikasi sesuai yang ditawarkan desain bagus kualitas sangat baik,19,positive,0.75,135,0.0,0.3157894736842105,0.0,0.0,0.07894736842105263,0
ant.ink,"mantap pengirimannya cepet bgt, barang sampai dngan selamat tnpa cacat, sedang dicoba ltopnya smoga tidak ada kendala, mantap pokoknya",5,0,1741940798,mantap pengirimannya cepet bgt barang sampai dngan selamat tnpa cacat sedang dicoba ltopnya smoga tidak ada kendala mantap pokoknya,mantap pengirimannya cepet bgt barang sampai dngan selamat tnpa cacat sedang dicoba ltopnya smoga tidak ada kendala mantap pokoknya,19,neutral,0.55,131,0.007633587786259542,0.10526315789473684,0.0,0.0,0.028224186420249094,0
y*****w,"Sepadan dengan Harga:sejauh ini sesuai yaa
Fitur Terbaik:semoga awet

Barang sesuai pesanan semoga awet terima kasiu seller",5,0,1741936283,sepadan dengan harga sejauh ini sesuai yaa fitur terbaik semoga awet barang sesuai pesanan semoga awet terima kasiu seller,sepadan dengan harga sejauh ini sesuai yaa fitur terbaik semoga awet barang sesuai pesanan semoga awet terima kasiu seller,19,positive,0.75,122,0.01639344262295082,0.3157894736842105,0.0,0.0,0.08304572907679034,0
j*****t,"Lumayan menunggu lama diterimanya,bagus barangnya semoga bermanfaat dan awet..semoga tidak ada kendala apapun🙏🤲",5,0,1741931434,lumayan menunggu lama diterimanya bagus barangnya semoga bermanfaat dan awet semoga tidak ada kendala apapun,lumayan menunggu lama diterimanya bagus barangnya semoga bermanfaat dan awet semoga tidak ada kendala apapun,15,negative,0.75,108,0.018518518518518517,0.13333333333333333,0.0,1.0,0.237962962962963,0
witoyo86,"Fitur Terbaik:Terbaik
Sepadan dengan Harga:Sepadan

Terima kasih produk sesuai dan dapat berfungsi dengan baik.",5,0,1742006645,fitur terbaik terbaik sepadan dengan harga sepadan terima kasih produk sesuai dan dapat berfungsi dengan baik,fitur terbaik terbaik sepadan dengan harga sepadan terima kasih produk sesuai dan dapat berfungsi dengan baik,16,positive,0.75,109,0.0,0.375,0.0,0.0,0.09375,0
nailinatech,"Kondisi Barang:Mulus,bersih 95%
Desain:Ramping, slim
Kualitas:100% berfungsi dengan baik

Rekomended seller..",5,0,1741924594,kondisi barang mulus bersih 95 desain ramping slim kualitas 100 berfungsi dengan baik rekomended seller,kondisi barang mulus bersih 95 desain ramping slim kualitas 100 berfungsi dengan baik rekomended seller,15,neutral,0.55,103,0.019417475728155338,0.0,0.0,0.0,0.0048543689320388345,0
irnanhasetiawan,untuk laptop second bisa d bilang mulus. moga awet dan tidak ada kendala apa-apa. maaf telat ngasih ulasan.,5,0,1741927121,untuk laptop second bisa d bilang mulus moga awet dan tidak ada kendala apa apa maaf telat ngasih ulasan,untuk laptop second bisa d bilang mulus moga awet dan tidak ada kendala apa apa maaf telat ngasih ulasan,19,negative,0.75,104,0.009615384615384616,0.10526315789473684,0.0,1.0,0.22871963562753037,0
nandaputri1910,"Packing aman, kualitas masih oke, cuma ada beberapa bagian yg lecet, tapi ga keliatan. Keren bgt, sukaaaa",5,0,1741935468,packing aman kualitas masih oke cuma ada beberapa bagian yg lecet tapi ga keliatan keren bgt sukaaaa,packing aman kualitas masih oke cuma ada beberapa bagian yg lecet tapi ga keliatan keren bgt sukaaaa,17,positive,0.75,100,0.03,0.0,0.0,0.0,0.0075,0
cumik.id,"Kipas dalam bunyi sih tp yaa ok lah namanya jg bekas
Mantap joss lah pokok nya 🔪
Semoga laris seller",5,0,1742016002,kipas dalam bunyi sih tp yaa ok lah namanya jg bekas mantap joss lah pokok nya semoga laris seller,kipas dalam bunyi sih tp yaa ok lah namanya jg bekas mantap joss lah pokok nya semoga laris seller,19,positive,0.75,98,0.030612244897959183,0.10526315789473684,0.0,0.0,0.03396885069817401,0
yusrildewantara,"Kondisi Barang:good
Desain:good
Kualitas:good

Thanks seller good.. moga makin laris",5,0,1741768359,kondisi barang good desain good kualitas good thanks seller good moga makin laris,kondisi barang good desain good kualitas good thanks seller good moga makin laris,13,neutral,0.55,81,0.06172839506172839,0.3076923076923077,0.0,0.0,0.09235517568850903,0
ipoeng99,"Barang di terima dengan aman
Semoga awet.. 
Pengiriman cepat.. 
Wush..",5,0,1741931322,barang di terima dengan aman semoga awet pengiriman cepat wush,barang di terima dengan aman semoga awet pengiriman cepat wush,10,positive,0.75,62,0.0,0.0,0.0,0.0,0.0,0
ampunom486,"Penjual amanah, pengiriman cepat, barang sesuai dan  semoga awet.",5,0,1741766430,penjual amanah pengiriman cepat barang sesuai dan semoga awet,penjual amanah pengiriman cepat barang sesuai dan semoga awet,9,positive,0.75,61,0.0,0.0,0.0,0.0,0.0,0
e1lgaibyg0,Terimakasih barang sudah sampai.. Sudah dicoba berfungsi semua,5,0,1742011044,terimakasih barang sudah sampai sudah dicoba berfungsi semua,terimakasih barang sudah sampai sudah dicoba berfungsi semua,8,neutral,0.55,60,0.0,0.25,0.0,0.0,0.0625,0
s*****m,Alhamdulillah barang sudah sampai dan sesuai pesanan saya,5,0,1741934856,alhamdulillah barang sudah sampai dan sesuai pesanan saya,alhamdulillah barang sudah sampai dan sesuai pesanan saya,8,positive,0.75,57,0.017543859649122806,0.0,0.0,0.0,0.0043859649122807015,0
chandraruli,Sesuai expektasi semoga awet dan tidak ada masalah,5,0,1741770669,sesuai expektasi semoga awet dan tidak ada masalah,sesuai expektasi semoga awet dan tidak ada masalah,8,neutral,0.55,50,0.0,0.0,0.0,0.0,0.0,0
tonyinstrument,,5,0,1758946815,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
d*****1,"Desain:simple
Kondisi Barang:bagus
Fungsi:bagus",5,0,1758947069,desain simple kondisi barang bagus fungsi bagus,desain simple kondisi barang bagus fungsi bagus,7,positive,0.75,47,0.0,0.2857142857142857,0.0,0.0,0.07142857142857142,0
r*****2,Semua berfungsi dengan baik,5,0,1765148547,semua berfungsi dengan baik,semua berfungsi dengan baik,4,neutral,0.55,27,0.0,0.0,0.0,0.0,0.0,0
s*****r,,5,0,1762488229,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
j0n_c0nn3nt,"Kondisi Barang:Alhamdulillah baik
Fungsi:normal",5,0,1764218547,kondisi barang alhamdulillah baik fungsi normal,kondisi barang alhamdulillah baik fungsi normal,6,neutral,0.55,47,0.02127659574468085,0.0,0.0,0.0,0.005319148936170213,0
bundayati01051962,,5,0,1752039298,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
uswasobari,,5,0,1749876437,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
bungkarno068,Kondisi Barang:laptop tidak bisa dcash,1,0,1745284431,kondisi barang laptop tidak bisa dcash,kondisi barang laptop tidak bisa dcash,6,negative,0.75,38,0.0,0.0,0.0,0.0,0.0,0
vii_ann,,5,0,1745641668,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
johnlajar,,5,0,1742183203,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
cottonmap,,5,0,1742184028,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
,Bagus sesuai spek semoga awet,5,1,1742011048,bagus sesuai spek semoga awet,bagus sesuai spek semoga awet,5,positive,0.75,29,0.0,0.0,0.0,0.0,0.0,0
7*****s,Layarnya rusak sebelah,3,1,1727933199,layarnya rusak sebelah,layarnya rusak sebelah,3,negative,0.75,22,0.0,0.0,0.0,0.0,0.0,0
m*****5,"performa baik, kondisi baik, terima kasih banyakk",5,0,1741938433,performa baik kondisi baik terima kasih banyakk,performa baik kondisi baik terima kasih banyakk,7,neutral,0.55,47,0.02127659574468085,0.2857142857142857,0.0,0.0,0.07674772036474163,0
f*****p,"Fitur Terbaik:ok
Sepadan dengan Harga:iya",5,0,1741935004,fitur terbaik ok sepadan dengan harga iya,fitur terbaik ok sepadan dengan harga iya,7,neutral,0.55,41,0.0,0.0,0.0,0.0,0.0,0
f*****1,"Alhamdulillah, terima kasih banyak",4,0,1741681900,alhamdulillah terima kasih banyak,alhamdulillah terima kasih banyak,4,neutral,0.55,33,0.030303030303030304,0.0,0.0,0.0,0.007575757575757576,0
azanzuhur,,5,0,1741924632,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
andi_azka06,,5,0,1741934675,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
novanivt,,5,0,1741934643,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
miftamithasam,,5,0,1741924605,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
hendikendi548,,5,0,1741932637,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
a*****_,,5,0,1741924337,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
elba1002,,5,0,1741932477,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
karpins,,1,0,1746419726,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
abrar_habibullah,,5,0,1742183623,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
m*****5,,4,0,1741681824,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
doyana.etyka,,3,0,1727145761,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
gutara_yunie,,5,0,1735967568,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
andysuherlan,,3,0,1728998729,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
fahmifauzisetiawan,,3,0,1718367608,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
udandika595,,5,0,1735967300,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
maulana1424,,3,0,1727947650,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
semarotomotif,,3,0,1733233094,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
hendiwantoro,,3,0,1714618390,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
nafrotullailiyah,,2,1,1722870199,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
6rucc_3l_j,,3,0,1739972343,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
rudychandra99,,5,0,1735967192,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
miftahulqodrilr,,1,1,1737597397,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
sunantiyem,,1,2,1737597418,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
rositahandari,,5,0,1765022477,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
trie_70,,5,0,1746859660,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
putripatria1997,,5,0,1744350789,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
prahita29,,5,0,1762488157,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
ukhtyelkalifa,,5,0,1745641458,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
restuhaqiqi,,4,0,1761538674,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
yethiasriani18,,5,0,1752037890,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
ricopratamaismanto,,5,0,1762488226,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
v*****9,,5,0,1753697074,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
jokotole01,,5,0,1760000580,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
mhmmdzidant,,5,0,1742192227,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
bakoulan,,5,0,1753696915,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
w*****2,,5,0,1761192979,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
vhir2srva1,,5,0,1760000538,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
dina.dina31,,5,0,1765119410,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
rdalam,,5,0,1765245813,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
serupa_batik,,5,0,1746859704,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
thomasmaulana658,,3,0,1740912777,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
safriah81,,3,0,1762830187,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
surip_muhamad,,5,0,1763352696,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
robimaulanaishak,,1,0,1753875515,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
ricohermawan_,,5,0,1745641447,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
julyan99,,5,0,1746859698,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
mamahraka,,5,0,1759568965,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
hawa81735,,5,0,1761973343,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
weelhia,,5,0,1741671178,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
rendipdonovan,,5,0,1764915256,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
ebettri,,5,0,1744350813,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
daniyahrj23,,5,0,1754732411,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
ippsupriadi447,,4,0,1761973352,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
gefoojuf,,4,0,1761039534,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
nanalilia1,,5,0,1744350942,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
varel2374,,5,0,1761039583,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
dhanyblu33,,5,0,1759568932,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
s*****e,,5,0,1741671270,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
tatilukman04,,3,0,1741676534,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
evisrymarianisaragih,,5,0,1746859870,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
adihdyh05,,5,0,1754732721,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
uncle_abe,,5,0,1760000806,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
sahadpw,,5,0,1764915426,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
4veb8shfp0,,5,0,1754732760,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
mamahraka,,5,0,1754732749,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
hardono_1281,,5,0,1764915505,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
syaiphulfahry,,5,0,1752038013,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
q*****v,,5,0,1746859905,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
sryxontimcool,,4,0,1744351641,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
sukuriyono2,,5,0,1758947091,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
irmafebriani98,,5,0,1744351039,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
farida0987,,5,0,1746859923,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
nesa_herlambang,,5,0,1764218528,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
a_kurniawan999,,5,0,1745641684,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
andezabimanyu,,5,0,1745641679,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
dedidarmawansyah980,,5,0,1753697210,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
imamnasution29,,5,0,1754732998,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
sunddd_22,,4,0,1752039787,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
pratiwinuraisyah2,,5,0,1745641746,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
n*****i,,5,0,1741672024,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
eddysusanto703,,5,0,1758947316,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
arthanadhika777,,5,0,1753697315,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
lestari_moralisaa,,5,0,1754733182,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
oshyngatol,,4,0,1764218585,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
supriadian,,5,0,1752039372,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
ajinandito97,,5,0,1744351023,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
lovellyraihanah,,5,0,1744351009,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
bramadistyra,,5,0,1741671516,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
34jg4zzalf,,5,0,1749876377,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
luccyahmad,,5,0,1749876394,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
ms.design_and_printing,,5,0,1749876479,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
pujiilahi,,5,0,1753697433,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
mustofa58,,5,0,1741672164,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
den_kastoeri,,5,0,1758947830,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
umahramo,,5,0,1749876515,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
desyrozana,,5,0,1741672148,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
t*****i,,5,0,1752039607,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
varizky09,,5,0,1753697502,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
nurdinnasabilla,,4,0,1749878358,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
r*****9,,5,0,1741672105,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
renigumelar10,,1,0,1762416604,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
akhsubkhan,,5,0,1758948049,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
bass.ankes,,5,0,1749876728,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
darwin.minangkabau,,5,0,1752039649,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
wkb09,,5,0,1752039618,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
deddyihsan,,5,0,1754733169,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
edwintoma,,4,0,1744351654,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
azcloting99,,5,0,1752039663,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
varizky09,,5,0,1758947969,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
ms.design_and_printing,,4,0,1749878425,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
rhma_rhma,,5,0,1741672391,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
asdf09876_,,4,0,1741672360,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
tatang0111,,5,0,1749877718,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
rio7717,,5,0,1749877933,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
ebettri,,5,0,1749877861,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
satria0510,,5,0,1741672735,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
a*****n,,5,0,1741672434,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
firman.djafar,,5,0,1741672691,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
hadianor13,,5,0,1749878146,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
dewi_surya_hastuti,,5,0,1741672749,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
triosandi652,,5,0,1741672564,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
ariffahrudin447,,5,0,1741672730,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
issnawa11,,5,0,1758949636,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
d*****7,,5,0,1741674446,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
cijokejo,,5,0,1754732934,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
sadatlandjar,,5,0,1741674334,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
nizar.plg,,5,0,1741674578,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
elcahya29,,5,0,1741674661,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
juslamin,,5,0,1741674891,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
detrypm___,,5,0,1741674859,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
kil90cq7dw,,5,0,1741674902,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
xelo_fabello,,5,0,1741674971,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
bembenk28,,5,0,1741675249,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
ratihecha10,,5,0,1741675117,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
n*****a,,5,0,1741675078,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
pratamatv01,,5,0,1741675244,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
pratamatv01,,5,0,1741675603,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
ronirahmat719,,5,0,1741675616,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
danildelucha,,5,0,1741676024,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
suanfri,,4,0,1741676191,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
enggon_outdoorsbyrequest,,5,0,1741676049,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
andrisiap,,5,0,1741676131,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
0.cyc,,4,1,1741676211,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
banjarid,,5,0,1741676433,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
juwitaita461,,5,0,1741676225,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
dahliapratiwi2008,,5,0,1741677439,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
yanuardano,,5,0,1741676817,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
paras_beauty_jabar_96,,5,0,1741677682,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
ahadianan,,5,0,1741677381,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
kang_haerul,,5,0,1741677402,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
jamalsukau789,,4,0,1741676577,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
sasmytha94,,4,0,1741674512,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
b*****6,,5,0,1741678326,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
habibie12102015,,5,0,1741679297,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
aww1111,,5,0,1741679778,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
